Date : 2021-12-15 21:34:16
Directory : c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo
Total : 3138 files,  3258548 codes, 62538 comments, 352482 blanks, all 3673568 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips2\src\W_REG.v                                                                   | Verilog    |         42 |          0 |          4 |         46 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips2\src\_CP0.v                                                                    | Verilog    |         65 |          3 |         11 |         79 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips2\src\_CU.v                                                                     | Verilog    |        190 |         10 |         19 |        219 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips2\src\_DASM.v                                                                   | Verilog    |        299 |          2 |         16 |        317 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips2\src\_SU.v                                                                     | Verilog    |         82 |          4 |         12 |         98 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips2\src\const.v                                                                   | Verilog    |        114 |         12 |         14 |        140 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips2\src\cpu.v                                                                     | Verilog    |        343 |         16 |         64 |        423 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips2\src\mips.v                                                                    | Verilog    |         57 |          1 |          9 |         67 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips2\src\mips_tb.v                                                                 | Verilog    |         18 |          0 |          6 |         24 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips2\src\mips_tb_itr.v                                                             | Verilog    |         48 |          0 |          6 |         54 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips2\src\timer.v                                                                   | Verilog    |         63 |          1 |          9 |         73 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\run.py                                                                              | Python     |        276 |         18 |         21 |        315 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\fuse.log                                                                        | Log        |         63 |          0 |          1 |         64 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\fuseRelaunch.cmd                                                                | Batch      |          1 |          0 |          1 |          2 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim.cmd                                                                        | Batch      |          3 |          0 |          1 |          4 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim.log                                                                        | Log        |        200 |          0 |          1 |        201 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\isimcrash.log                                         | Log        |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\isimkernel.log                                        | Log        |         19 |          0 |         10 |         29 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\CPU_isim_beh.exe_main.c                          | C          |         29 |         11 |         12 |         52 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\m_00000000000197282969_2831923789.c              | C          |      1,788 |         12 |        204 |      2,004 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\m_00000000000232824233_2784194153.c              | C          |     24,770 |         12 |      2,136 |     26,918 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\m_00000000000753932605_2390150221.c              | C          |     18,728 |         12 |      2,218 |     20,958 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\m_00000000001545456688_4235459488.c              | C          |        222 |         12 |         35 |        269 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\m_00000000001625203581_2484743739.c              | C          |      1,293 |         12 |        144 |      1,449 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\m_00000000001959571196_4049836497.c              | C          |        330 |         12 |         46 |        388 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\m_00000000001986990250_3677558514.c              | C          |        312 |         12 |         46 |        370 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\m_00000000002262508658_4012997688.c              | C          |      4,419 |         12 |        389 |      4,820 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\m_00000000002463608433_3650585529.c              | C          |        915 |         12 |        124 |      1,051 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\m_00000000002706816257_3239301648.c              | C          |        532 |         12 |         85 |        629 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\m_00000000002951155222_2862431528.c              | C          |      2,776 |         12 |        279 |      3,067 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\m_00000000003105519793_4245161272.c              | C          |      3,549 |         12 |        403 |      3,964 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\m_00000000003598227355_3975733304.c              | C          |      1,759 |         12 |        209 |      1,980 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\m_00000000003798712014_3508565487.c              | C          |      6,343 |         12 |        926 |      7,281 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\m_00000000003860684139_0495241494.c              | C          |      6,385 |         12 |        605 |      7,002 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\m_00000000004013440036_2663932823.c              | C          |        296 |         12 |         46 |        354 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\m_00000000004134447467_2073120511.c              | C          |        285 |         12 |         41 |        338 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\CPU_isim_beh.exe.sim\work\m_00000000004173761106_1314178778.c              | C          |      1,022 |         12 |        115 |      1,149 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\isim_usage_statistics.html                                                 | HTML       |         15 |          0 |          2 |         17 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\isimcrash.log                                     | Log        |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\isimkernel.log                                    | Log        |         19 |          0 |         10 |         29 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000197282969_2831923789.c          | C          |      1,788 |         12 |        204 |      2,004 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000232824233_2784194153.c          | C          |     24,770 |         12 |      2,136 |     26,918 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000753932605_2390150221.c          | C          |     18,728 |         12 |      2,218 |     20,958 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001545456688_4235459488.c          | C          |        222 |         12 |         35 |        269 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001625203581_2484743739.c          | C          |      1,293 |         12 |        144 |      1,449 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001655713616_0053799672.c          | C          |      1,025 |         12 |        103 |      1,140 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001959571196_4049836497.c          | C          |        330 |         12 |         46 |        388 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001986990250_3677558514.c          | C          |        312 |         12 |         46 |        370 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002262508658_4012997688.c          | C          |      4,419 |         12 |        389 |      4,820 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002463608433_3650585529.c          | C          |        915 |         12 |        124 |      1,051 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002706816257_3239301648.c          | C          |        532 |         12 |         85 |        629 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002951155222_2862431528.c          | C          |      2,776 |         12 |        279 |      3,067 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003105519793_4245161272.c          | C          |      3,549 |         12 |        403 |      3,964 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003217662819_3877310806.c          | C          |      1,112 |         12 |        140 |      1,264 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003598227355_3975733304.c          | C          |      1,759 |         12 |        209 |      1,980 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003740656987_0258635663.c          | C          |        173 |         12 |         31 |        216 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003798712014_3508565487.c          | C          |      6,343 |         12 |        926 |      7,281 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003860684139_0495241494.c          | C          |      6,385 |         12 |        605 |      7,002 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000004013440036_2663932823.c          | C          |        296 |         12 |         46 |        354 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000004134447467_2073120511.c          | C          |        285 |         12 |         41 |        338 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000004173761106_1314178778.c          | C          |      1,022 |         12 |        115 |      1,149 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\isim\mips_tb_isim_beh.exe.sim\work\mips_tb_isim_beh.exe_main.c                  | C          |         32 |         11 |         12 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\mips_tb_itr_summary.html                                                        | HTML       |         67 |          0 |         13 |         80 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\cpu\xilinxsim.ini                                                                   | Ini        |          1 |          0 |          1 |          2 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\STL_summary.html                                                              | HTML       |         67 |          0 |         13 |         80 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\dasm.py                                                                       | Python     |        205 |          7 |         18 |        230 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\fuse.log                                                                      | Log        |         64 |          0 |          1 |         65 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\fuseRelaunch.cmd                                                              | Batch      |          1 |          0 |          1 |          2 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\gen.cpp                                                                       | C++        |      1,647 |        103 |         54 |      1,804 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim.cmd                                                                      | Batch      |          3 |          0 |          1 |          4 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim.log                                                                      | Log        |        955 |          0 |          1 |        956 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\ALU_isim_beh.exe.sim\isimcrash.log                                       | Log        |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\ALU_isim_beh.exe.sim\isimkernel.log                                      | Log        |         19 |          0 |         10 |         29 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\ALU_isim_beh.exe.sim\work\ALU_isim_beh.exe_main.c                        | C          |         13 |         11 |         12 |         36 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\ALU_isim_beh.exe.sim\work\m_00000000000439622061_0886308060.c            | C          |      2,458 |         12 |        266 |      2,736 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\ALU_isim_beh.exe.sim\work\m_00000000004134447467_2073120511.c            | C          |        285 |         12 |         41 |        338 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\isim_usage_statistics.html                                               | HTML       |          5 |          0 |          1 |          6 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\isimcrash.log                                               | Log        |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\isimkernel.log                                              | Log        |         19 |          0 |         10 |         29 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000000427220906_3439442779.c                    | C          |      7,751 |         12 |        768 |      8,531 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000000439622061_0886308060.c                    | C          |      2,419 |         12 |        263 |      2,694 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000000665736383_2652076587.c                    | C          |        528 |         12 |         82 |        622 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000000694602851_0886308060.c                    | C          |      2,371 |         12 |        258 |      2,641 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000000753521348_4111503280.c                    | C          |      3,456 |         12 |        352 |      3,820 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000000843473622_1579609468.c                    | C          |      1,078 |         12 |        210 |      1,300 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000000854047493_1652240620.c                    | C          |        154 |         12 |         17 |        183 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000000926058785_0757879789.c                    | C          |        421 |         12 |         67 |        500 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000001476158408_2924402094.c                    | C          |      4,757 |         12 |        455 |      5,224 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000001554229104_1785967555.c                    | C          |        109 |         12 |         21 |        142 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000001571876266_2433390638.c                    | C          |        542 |         12 |         82 |        636 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000001673069210_3877310806.c                    | C          |      1,039 |         12 |        127 |      1,178 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000001867419525_3935346387.c                    | C          |        493 |         12 |         82 |        587 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000002203179939_0724051272.c                    | C          |     33,196 |         12 |      2,913 |     36,121 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000002330466608_0053799672.c                    | C          |        994 |         12 |         94 |      1,100 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000002448244074_0621066737.c                    | C          |      1,374 |         12 |        167 |      1,553 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000002468124147_1652240620.c                    | C          |        329 |         12 |         43 |        384 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000002528327048_2924402094.c                    | C          |      5,404 |         12 |        523 |      5,939 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000002583860964_0258635663.c                    | C          |      1,373 |         12 |        131 |      1,516 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000002715079085_3224323566.c                    | C          |      1,035 |         12 |        130 |      1,177 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000002749918184_3508565487.c                    | C          |      5,063 |         12 |        839 |      5,914 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000003005401280_3439442779.c                    | C          |      7,751 |         12 |        768 |      8,531 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000003164928585_2838810837.c                    | C          |        492 |         12 |         84 |        588 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000003767668847_3975733304.c                    | C          |      1,821 |         12 |        228 |      2,061 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\m_00000000004079761451_3508565487.c                    | C          |      5,063 |         12 |        839 |      5,914 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips.exe.sim\work\mips.exe_main.c                                        | C          |         30 |         11 |         12 |         53 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\isimcrash.log                                   | Log        |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\isimkernel.log                                  | Log        |         19 |          0 |         10 |         29 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000324931218_4111503280.c        | C          |      3,565 |         12 |        371 |      3,948 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000427220906_3439442779.c        | C          |      7,772 |         12 |        768 |      8,552 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000439622061_0886308060.c        | C          |      2,458 |         12 |        266 |      2,736 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000665736383_2652076587.c        | C          |        550 |         12 |         85 |        647 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000753521348_4111503280.c        | C          |      3,536 |         12 |        365 |      3,913 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000843473622_1579609468.c        | C          |      1,090 |         12 |        211 |      1,313 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000926058785_0757879789.c        | C          |        436 |         12 |         70 |        518 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001079523417_2924402094.c        | C          |      5,453 |         12 |        543 |      6,008 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001101236261_3975733304.c        | C          |      2,351 |         12 |        277 |      2,640 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001476393367_3508565487.c        | C          |      5,168 |         12 |        857 |      6,037 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001554229104_1785967555.c        | C          |        116 |         12 |         22 |        150 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001571876266_2433390638.c        | C          |        568 |         12 |         85 |        665 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001673069210_3877310806.c        | C          |      1,044 |         12 |        127 |      1,183 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001867419525_3935346387.c        | C          |        505 |         12 |         85 |        602 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001951705981_3877310806.c        | C          |      1,046 |         12 |        127 |      1,185 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002203179939_0724051272.c        | C          |     30,570 |         12 |      2,697 |     33,279 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.2\mips1\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002330466608_0053799672.c        | C          |      1,025 |         12 |        103 |      1,140 |
