Date : 2021-12-15 21:20:21
Directory : c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo
Total : 2186 files,  2592571 codes, 16869 comments, 276433 blanks, all 2885873 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips.exe.sim\work\m_00000000002330466608_0053799672.c                 | C        |        994 |         12 |         94 |      1,100 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips.exe.sim\work\m_00000000002448244074_0621066737.c                 | C        |      1,384 |         12 |        167 |      1,563 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips.exe.sim\work\m_00000000002583860964_0258635663.c                 | C        |      1,299 |         12 |        131 |      1,442 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips.exe.sim\work\m_00000000002715079085_3224323566.c                 | C        |        970 |         12 |        128 |      1,110 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips.exe.sim\work\m_00000000003005401280_3439442779.c                 | C        |      7,751 |         12 |        768 |      8,531 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips.exe.sim\work\m_00000000003164928585_2838810837.c                 | C        |        492 |         12 |         84 |        588 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips.exe.sim\work\m_00000000003767668847_3975733304.c                 | C        |      2,007 |         12 |        245 |      2,264 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips.exe.sim\work\m_00000000004079761451_3508565487.c                 | C        |      5,063 |         12 |        839 |      5,914 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips.exe.sim\work\mips.exe_main.c                                     | C        |         30 |         11 |         12 |         53 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\isimcrash.log                                | Log      |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\isimkernel.log                               | Log      |         19 |          0 |         10 |         29 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000665736383_2652076587.c     | C        |        550 |         12 |         85 |        647 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000694602851_0886308060.c     | C        |      2,125 |         12 |        248 |      2,385 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000753521348_4111503280.c     | C        |      3,536 |         12 |        365 |      3,913 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000843473622_1579609468.c     | C        |      1,090 |         12 |        211 |      1,313 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000854047493_1652240620.c     | C        |        182 |         12 |         20 |        214 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000926058785_0757879789.c     | C        |        436 |         12 |         70 |        518 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001476158408_2924402094.c     | C        |      4,873 |         12 |        470 |      5,355 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001554229104_1785967555.c     | C        |        116 |         12 |         22 |        150 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001571876266_2433390638.c     | C        |        568 |         12 |         85 |        665 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001673069210_3877310806.c     | C        |      1,044 |         12 |        127 |      1,183 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001867419525_3935346387.c     | C        |        505 |         12 |         85 |        602 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002203179939_0724051272.c     | C        |     33,308 |         12 |      2,913 |     36,233 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002330466608_0053799672.c     | C        |      1,025 |         12 |        103 |      1,140 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002448244074_0621066737.c     | C        |      1,405 |         12 |        175 |      1,592 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002583860964_0258635663.c     | C        |      1,339 |         12 |        139 |      1,490 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002715079085_3224323566.c     | C        |        986 |         12 |        130 |      1,128 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003005401280_3439442779.c     | C        |      7,772 |         12 |        768 |      8,552 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003164928585_2838810837.c     | C        |        499 |         12 |         85 |        596 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003767668847_3975733304.c     | C        |      2,032 |         12 |        250 |      2,294 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000004079761451_3508565487.c     | C        |      5,078 |         12 |        839 |      5,929 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\m_00000000004134447467_2073120511.c     | C        |        285 |         12 |         41 |        338 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\isim\mips_tb_isim_beh.exe.sim\work\mips_tb_isim_beh.exe_main.c             | C        |         32 |         11 |         12 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\mips_summary.html                                                          | HTML     |         67 |          0 |         13 |         80 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\run.py                                                                     | Python   |        234 |          7 |         13 |        254 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\CP0.v                                                                  | Verilog  |         52 |          3 |          9 |         64 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\CPU.v                                                                  | Verilog  |        395 |         15 |         51 |        461 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\CTR.v                                                                  | Verilog  |        223 |         10 |         28 |        261 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\D2E.v                                                                  | Verilog  |         53 |          0 |          6 |         59 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\D_CMP.v                                                                | Verilog  |         23 |          0 |          2 |         25 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\D_EXT.v                                                                | Verilog  |         17 |          0 |          4 |         21 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\D_NPC.v                                                                | Verilog  |         38 |          3 |          5 |         46 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\D_RF.v                                                                 | Verilog  |         52 |          2 |          7 |         61 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\E2M.v                                                                  | Verilog  |         61 |          0 |          6 |         67 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\E_ALU.v                                                                | Verilog  |         55 |          3 |          8 |         66 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\E_MDU.v                                                                | Verilog  |        107 |          1 |          8 |        116 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\F2D.v                                                                  | Verilog  |         33 |          0 |          5 |         38 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\F_IFU.v                                                                | Verilog  |         34 |          1 |          8 |         43 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\M2W.v                                                                  | Verilog  |         63 |          0 |          4 |         67 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\M_CHK.v                                                                | Verilog  |         20 |          0 |          5 |         25 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\M_DM.v                                                                 | Verilog  |        122 |          3 |         15 |        140 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\STL.v                                                                  | Verilog  |        112 |          4 |         17 |        133 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\const.v                                                                | Verilog  |        159 |         13 |          4 |        176 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\mips.v                                                                 | Verilog  |         67 |          0 |          8 |         75 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\mips_tb.v                                                              | Verilog  |         70 |         23 |         26 |        119 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\run.py                                                                 | Python   |        230 |          2 |         13 |        245 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\test_gen.cpp                                                           | C++      |        207 |          3 |          2 |        212 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\src\timer.v                                                                | Verilog  |         63 |          1 |          9 |         73 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\test_gen.cpp                                                               | C++      |        203 |          7 |          2 |        212 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\cpu_beta_2(submit).h\xilinxsim.ini                                                              | Ini      |          1 |          0 |          1 |          2 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\fuse.log                                                                        | Log      |         63 |          0 |          1 |         64 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\fuseRelaunch.cmd                                                                | Batch    |          1 |          0 |          1 |          2 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim.cmd                                                                        | Batch    |          3 |          0 |          1 |          4 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim.log                                                                        | Log      |         10 |          0 |          1 |         11 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\isim_usage_statistics.html                                                 | HTML     |         15 |          0 |          2 |         17 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\isimcrash.log                                     | Log      |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\isimkernel.log                                    | Log      |         19 |          0 |         10 |         29 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000197282969_2831923789.c          | C        |      1,788 |         12 |        204 |      2,004 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000232824233_2784194153.c          | C        |     24,770 |         12 |      2,136 |     26,918 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000753932605_2390150221.c          | C        |     18,728 |         12 |      2,218 |     20,958 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001545456688_4235459488.c          | C        |        222 |         12 |         35 |        269 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001625203581_2484743739.c          | C        |      1,293 |         12 |        144 |      1,449 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001655713616_0053799672.c          | C        |      1,025 |         12 |        103 |      1,140 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001959571196_4049836497.c          | C        |        330 |         12 |         46 |        388 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001986990250_3677558514.c          | C        |        312 |         12 |         46 |        370 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002262508658_4012997688.c          | C        |      4,419 |         12 |        389 |      4,820 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002463608433_3650585529.c          | C        |        915 |         12 |        124 |      1,051 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002706816257_3239301648.c          | C        |        532 |         12 |         85 |        629 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002951155222_2862431528.c          | C        |      2,776 |         12 |        279 |      3,067 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003105519793_4245161272.c          | C        |      3,549 |         12 |        403 |      3,964 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003217662819_3877310806.c          | C        |      1,112 |         12 |        140 |      1,264 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003598227355_3975733304.c          | C        |      1,883 |         12 |        215 |      2,110 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003740656987_0258635663.c          | C        |        173 |         12 |         31 |        216 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003798712014_3508565487.c          | C        |      6,343 |         12 |        926 |      7,281 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003860684139_0495241494.c          | C        |      6,385 |         12 |        605 |      7,002 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000004013440036_2663932823.c          | C        |        296 |         12 |         46 |        354 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000004134447467_2073120511.c          | C        |        285 |         12 |         41 |        338 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000004173761106_1314178778.c          | C        |      1,022 |         12 |        115 |      1,149 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\isim\mips_tb_isim_beh.exe.sim\work\mips_tb_isim_beh.exe_main.c                  | C        |         32 |         11 |         12 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\mips_tb_itr_summary.html                                                        | HTML     |         66 |          0 |         13 |         79 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\cpu\xilinxsim.ini                                                                   | Ini      |          1 |          0 |          1 |          2 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\STL_summary.html                                                              | HTML     |         67 |          0 |         13 |         80 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\dasm.py                                                                       | Python   |        205 |          7 |         18 |        230 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\fuse.log                                                                      | Log      |         66 |          0 |          1 |         67 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\fuseRelaunch.cmd                                                              | Batch    |          1 |          0 |          1 |          2 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\gen.cpp                                                                       | C++      |      1,647 |        103 |         54 |      1,804 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim.cmd                                                                      | Batch    |          3 |          0 |          1 |          4 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim.log                                                                      | Log      |      2,369 |          0 |          1 |      2,370 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\ALU_isim_beh.exe.sim\isimcrash.log                                       | Log      |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\ALU_isim_beh.exe.sim\isimkernel.log                                      | Log      |         19 |          0 |         10 |         29 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\ALU_isim_beh.exe.sim\work\ALU_isim_beh.exe_main.c                        | C        |         13 |         11 |         12 |         36 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\ALU_isim_beh.exe.sim\work\m_00000000000439622061_0886308060.c            | C        |      2,458 |         12 |        266 |      2,736 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\ALU_isim_beh.exe.sim\work\m_00000000004134447467_2073120511.c            | C        |        285 |         12 |         41 |        338 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\isim_usage_statistics.html                                               | HTML     |         15 |          0 |          2 |         17 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\isimcrash.log                                               | Log      |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\isimkernel.log                                              | Log      |         19 |          0 |         10 |         29 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000000427220906_3439442779.c                    | C        |      7,751 |         12 |        768 |      8,531 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000000439622061_0886308060.c                    | C        |      2,419 |         12 |        263 |      2,694 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000000665736383_2652076587.c                    | C        |        528 |         12 |         82 |        622 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000000694602851_0886308060.c                    | C        |      2,371 |         12 |        258 |      2,641 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000000753521348_4111503280.c                    | C        |      3,456 |         12 |        352 |      3,820 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000000843473622_1579609468.c                    | C        |      1,078 |         12 |        210 |      1,300 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000000854047493_1652240620.c                    | C        |        154 |         12 |         17 |        183 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000000926058785_0757879789.c                    | C        |        421 |         12 |         67 |        500 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000001476158408_2924402094.c                    | C        |      4,757 |         12 |        455 |      5,224 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000001554229104_1785967555.c                    | C        |        109 |         12 |         21 |        142 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000001571876266_2433390638.c                    | C        |        542 |         12 |         82 |        636 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000001673069210_3877310806.c                    | C        |      1,037 |         12 |        127 |      1,176 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000001867419525_3935346387.c                    | C        |        493 |         12 |         82 |        587 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000002203179939_0724051272.c                    | C        |     33,196 |         12 |      2,913 |     36,121 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000002330466608_0053799672.c                    | C        |        994 |         12 |         94 |      1,100 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000002448244074_0621066737.c                    | C        |      1,374 |         12 |        167 |      1,553 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000002468124147_1652240620.c                    | C        |        329 |         12 |         43 |        384 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000002528327048_2924402094.c                    | C        |      5,718 |         12 |        559 |      6,289 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000002583860964_0258635663.c                    | C        |      1,380 |         12 |        131 |      1,523 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000002715079085_3224323566.c                    | C        |      1,035 |         12 |        130 |      1,177 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p7\test_cmp1.1\mips1\isim\mips.exe.sim\work\m_00000000002749918184_3508565487.c                    | C        |      5,063 |         12 |        839 |      5,914 |
